,0,1,2
0,2.590571742444057,-1.5113570473016165,2.0
1,7.5294417474081765,-2.11327822593613,3.0
2,2.242358573703824,-0.645162587073687,2.0
3,7.235048111663348,-1.1772483542373666,3.0
4,8.552852183642274,-0.9135357981241143,3.0
5,8.514983052642444,-1.4943286852122724,3.0
6,7.29311069154663,-0.7899003199200063,3.0
7,1.3418330909363583,1.5915860573963947,1.0
8,4.741635166838144,0.7416147104069417,0.0
9,1.262755425502744,1.2072018880171065,1.0
10,7.622284847904925,-1.7971907275807781,3.0
11,2.9394106984086563,-1.8242515032954334,2.0
12,4.598639130235752,-0.029670081075859445,0.0
13,0.9147585436457996,1.2591622072750792,1.0
14,1.1057134771458486,1.4540298673306615,1.0
15,2.5449510969853546,-0.9252629584822305,2.0
16,1.3411449430171694,2.126999485468568,1.0
17,0.9600484204595431,2.2181673282531906,1.0
18,4.473769819349021,1.4421942656036468,0.0
19,0.4018494807489265,1.8284909709784907,1.0
20,3.854626341732382,0.4847109866736412,0.0
21,0.15591788325393618,2.057355020974128,1.0
22,2.321016035406989,-1.8021319411500294,2.0
23,1.767092263943315,2.1251808203167037,1.0
24,4.865996919703574,0.6805687446424397,0.0
25,0.461841053552532,2.0867471990648303,1.0
26,4.184826462580387,0.6776120440638137,0.0
27,0.9945795284021434,3.2874284881905607,1.0
28,7.8949280073745625,-1.6087410947185838,3.0
29,0.9849784488447219,1.5536346429809336,1.0
30,-0.17399037268140738,1.551987989035759,1.0
31,1.185903011467213,1.321084043200665,1.0
32,2.991162870242909,-1.222743046892229,2.0
33,8.25701399066243,-0.8563423163466777,3.0
34,3.1817224999312446,-1.528182560824406,2.0
35,0.7199162726337108,1.3903215907658466,1.0
36,2.179632311638747,-1.3981060278356006,2.0
37,8.332736005864536,-1.1976670296159486,3.0
38,8.117344353516298,-1.484062402020046,3.0
39,2.680100270245612,-1.3370183199524068,2.0
40,1.4007171934867104,1.2742603505182448,1.0
41,4.1696009598437,1.358518805063262,0.0
42,8.691548529042597,-1.3637105598861616,3.0
43,0.7513665563588915,2.64366100262481,1.0
44,1.3240785440751208,1.7375523021232444,1.0
45,0.5742676521422359,1.8609460346965596,1.0
46,1.0602630172814695,1.963472139697601,1.0
47,8.484363194065418,-1.0165442080489806,3.0
48,4.775417689933137,0.6239199406183782,0.0
49,1.6048711813024488,2.910685812706206,1.0
50,8.14076465185872,-1.495827987998892,3.0
51,0.7757617613683758,2.6729587174376164,1.0
52,4.5901630108769975,0.7607219097911165,0.0
53,4.214880755596884,0.03008913188782436,0.0
54,1.7126547819418483,1.2011071254990364,1.0
55,1.610196798453057,-1.047799963082297,2.0
56,7.497115381569312,-1.6887637250951084,3.0
57,0.6755621279414624,1.950163751182497,1.0
58,3.792533905630588,-0.15151203615459963,0.0
59,5.033144702286386,0.17390081361600151,0.0
60,2.720106111223032,-1.012178260928787,2.0
61,2.6411356749563493,-2.206482956266953,2.0
62,3.2030666846981113,0.7418379845630972,0.0
63,8.501891011196113,-1.8313988143374296,3.0
64,3.522574717315066,-1.6129970683101882,2.0
65,0.5427711098781872,1.4305982640021067,1.0
66,2.752716651646726,-2.2250116964224507,2.0
67,1.4326999159734255,1.7407771676372437,1.0
68,8.696057031637835,-1.4184444815131922,3.0
69,3.2686358258030825,-1.7050269884645788,2.0
70,-0.18416684647024417,1.5226934692408371,1.0
71,2.813033065342175,-1.3051020149623311,2.0
72,1.6511538392172016,2.7618102898655112,1.0
73,4.12976413762708,0.8482912439393608,0.0
74,2.9653835925705394,-1.2097617580301385,2.0
75,8.501191262215789,-1.2394576707022604,3.0
76,0.09400358032090783,2.087215617257967,1.0
77,3.5218350100285067,1.5349118113905902,0.0
78,4.442827851432362,0.9461263117269355,0.0
79,8.129201089155131,-0.16377881617463164,3.0
80,4.142058591206678,1.6338389114069813,0.0
81,0.4201922811293174,2.105549622981459,1.0
82,2.7974138880752175,-1.596672980964975,2.0
83,1.0491691851660154,1.2125764689972645,1.0
84,3.644589392626023,0.9426322740850042,0.0
85,8.759257944660163,-1.035379625628372,3.0
86,8.592422454296658,-1.6887633411635565,3.0
87,7.0485268382399715,-1.7360537943030143,3.0
88,3.7422189980221647,-1.4569225983777998,2.0
89,7.806557134804214,-1.0830399412839777,3.0
90,2.926235515134565,-1.6675229829383613,2.0
91,1.1253736554063416,1.9909737462746977,1.0
92,2.4643895721415694,-1.7006101671593812,2.0
93,2.924090809725363,-0.89960155855866,2.0
94,0.8811654198056038,2.1780757353837656,1.0
95,8.460982779269033,-1.330200985493682,3.0
96,4.354490900782496,0.47361414237206567,0.0
97,3.057726796190138,-1.048499736439056,2.0
